,Name of the Company,BSE_Symbol,NSE_Symbol
4115,Par Drugs & Chemicals Ltd,,PAR
4116,Peria Karamalai Tea & Produce Company Ltd,,PKTEA
4117,P N Gadgil Jewellers Ltd,544256,PNGJL
4118,Precot Ltd,,PRECOT
4119,Premier Energies Ltd,544238,PREMIERENE
4120,Priti International Ltd,,PRITI
4121,Quality Power Electrical Equipments Ltd,544367,QPOWER
4122,Quadrant Future Tek Ltd,544336,QUADFUTURE
4123,Rajnandini Metal Ltd,,RAJMET
4124,Raymond Lifestyle Ltd,544240,RAYMONDLSL
4125,Rudrabhishek Enterprises Ltd,,REPL
4126,RKEC Projects Ltd,,RKEC
4127,Rolta India Ltd,500366,ROLTA
4128,Rossell Techsys Ltd,544294,ROSSTECH
4129,Rajshree Polypack Ltd,,RPPL
4130,Revathi Equipment India Ltd,544246,RVTH
4131,S & S Power Switchgear Ltd,517273,S%26SPOWER
4132,Sagardeep Alloys Ltd,,SAGARDEEP
4133,Sagility India Ltd,544282,SAGILITY
4134,Sai Life Sciences Ltd,544306,SAILIFE
4135,Sakar Healthcare Ltd,,SAKAR
4136,Sanathan Textiles Ltd,544314,SANATHAN
4137,Sanco Industries Ltd,,SANCO
4138,Sanginita Chemicals Ltd,,SANGINITA
4139,Sanstar Ltd,544217,SANSTAR
4140,Senores Pharmaceuticals Ltd,544319,SENORES
4141,Servotech Renewable Power System Ltd,,SERVOTECH
4142,Setubandhan Infrastructure Ltd,533605,SETUINFRA
4143,Standard Glass Lining Technology Ltd,544333,SGLTL
4144,Shanti Overseas (India) Ltd,,SHANTI
4145,Shradha Infraprojects Ltd,,SHRADHA
4146,Shrenik Ltd,,SHRENIK
4147,Sikko Industries Ltd,,SIKKO
4148,Silgo Retail Ltd,,SILGO
4149,Silly Monks Entertainment Ltd,,SILLYMONKS
4150,Sintercom India Ltd,,SINTERCOM
4151,Sonam Ltd,,SONAMLTD
4152,Spacenet Enterprises India Ltd,,SPCENET
4153,Shree Ram Proteins Ltd,,SRPL
4154,Saraswati Saree Depot Ltd,544230,SSDL
4155,Stallion India Fluorochemicals Ltd,544342,STALLION
4156,Steel City Securities Ltd,,STEELCITY
4157,Baazar Style Retail Ltd,544243,STYLEBAAZA
4158,Sumit Woods Ltd,,SUMIT
4159,Sundaram Clayton Ltd,544066,SUNCLAY
4160,Sundaram Finance Holdings Ltd,,SUNDARMHLD
4161,Supreme Engineering Ltd,,SUPREMEENG
4162,Suraksha Diagnostic Ltd,544293,SURAKSHA
4163,Surana Telecom and Power Ltd,517530,SURANAT%26P
4164,Suumaya Industries Ltd,,SUULD
4165,Shree Vasu Logistics Ltd,,SVLL
4166,Swiggy Ltd,544285,SWIGGY
4167,Tara Chand Infralogistic Solutions Ltd,,TARACHAND
4168,Tembo Global Industries Ltd,,TEMBO
4169,Thejo Engineering Ltd,,THEJO
4170,Tirupati Forge Ltd,,TIRUPATIFL
4171,Tolins Tyres Ltd,544254,TOLINS
4172,Total Transport Systems Ltd,,TOTAL
4173,Touchwood Entertainment Ltd,,TOUCHWOOD
4174,Transrail Lighting Ltd,544317,TRANSRAILL
4175,Unicommerce eSolutions Ltd,544227,UNIECOM
4176,Uniinfo Telecom Services Ltd,,UNIINFO
4177,Unimech Aerospace and Manufacturing Ltd,544322,UNIMECH
4178,United Polyfab Gujarat Ltd,,UNITEDPOLY
4179,United Nilgiri Tea Estates Company Ltd,,UNITEDTEA
4180,Univastu India Ltd,,UNIVASTU
4181,Vaishali Pharma Ltd,,VAISHALI
4182,Vardhman Acrylics Ltd,,VARDHACRLC
4183,Vaxtex Cotfab Ltd,,VCL
4184,Ventive Hospitality Ltd,544321,VENTIVE
4185,Vertoz Ltd,,VERTOZ
4186,Vishal Mega Mart Ltd,544307,VMM
4187,Waaree Energies Ltd,544277,WAAREEENER
4188,Western Carriers (India) Ltd,544258,WCIL
4189,Wealth First Portfolio Managers Ltd,,WEALTH
4190,Western India Plywoods Ltd,,WIPL
4191,Worth Peripherals Ltd,,WORTH
4192,Zota Health Care Ltd,,ZOTA
